hospital,specialty,date,year,wait_type,total_waiting,0-6 Months,6-12 Months,12-18 Months,18+ Months,pct_over_12m
Connolly Hospital Blanchardstown,Otolaryngology (ENT),,2020,Outpatient,16.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Gastro-Enterology,,2020,Outpatient,31.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Gastro-Enterology,,2020,Outpatient,21.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Gastro-Enterology,,2020,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Geriatric Medicine,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Paediatrics,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Paediatrics,,2020,Outpatient,368.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Paediatrics,,2020,Outpatient,312.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Paediatrics,,2020,Outpatient,41.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Nephrology,,2020,Outpatient,15.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Nephrology,,2020,Outpatient,16.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Respiratory Medicine,,2020,Outpatient,65.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Respiratory Medicine,,2020,Outpatient,64.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Respiratory Medicine,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,General Medicine,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,General Medicine,,2020,Outpatient,38.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Urology,,2020,Outpatient,194.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Urology,,2020,Outpatient,166.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Urology,,2020,Outpatient,99.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Urology,,2020,Outpatient,59.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Urology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Cardiology,,2020,Outpatient,374.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Dermatology,,2020,Outpatient,507.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Dermatology,,2020,Outpatient,407.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Dermatology,,2020,Outpatient,138.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Dermatology,,2020,Outpatient,93.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Dermatology,,2020,Outpatient,71.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Endocrinology,,2020,Outpatient,251.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Endocrinology,,2020,Outpatient,186.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Endocrinology,,2020,Outpatient,104.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Otolaryngology (ENT),,2020,Outpatient,311.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Otolaryngology (ENT),,2020,Outpatient,173.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Otolaryngology (ENT),,2020,Outpatient,125.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Otolaryngology (ENT),,2020,Outpatient,34.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Otolaryngology (ENT),,2020,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Otolaryngology (ENT),,2020,Outpatient,93.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Otolaryngology (ENT),,2020,Outpatient,14.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Otolaryngology (ENT),,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Otolaryngology (ENT),,2020,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Geriatric Medicine,,2020,Outpatient,14.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Haematology,,2020,Outpatient,69.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurology,,2020,Outpatient,256.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurology,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurosurgery,,2020,Outpatient,82.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Gynaecology,,2020,Outpatient,259.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Gynaecology,,2020,Outpatient,20.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Gynaecology,,2020,Outpatient,14.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Gynaecology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Gynaecology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Oncology,,2020,Outpatient,24.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Ophthalmology,,2020,Outpatient,142.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Ophthalmology,,2020,Outpatient,86.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Ophthalmology,,2020,Outpatient,43.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Ophthalmology,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Ophthalmology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Orthopaedics,,2020,Outpatient,237.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Orthopaedics,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Plastic Surgery,,2020,Outpatient,386.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Plastic Surgery,,2020,Outpatient,10.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Psychiatry,,2020,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Respiratory Medicine,,2020,Outpatient,307.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2020,Outpatient,23.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2020,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2020,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gastro-Enterology,,2020,Outpatient,97.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Geriatric Medicine,,2020,Outpatient,96.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Haematology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Haematology,,2020,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gynaecology,,2020,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Oncology,,2020,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Oncology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Ophthalmology,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2020,Outpatient,153.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2020,Outpatient,122.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2020,Outpatient,24.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2020,Outpatient,224.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2020,Outpatient,186.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2020,Outpatient,69.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2020,Outpatient,47.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2020,Outpatient,16.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2020,Outpatient,92.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2020,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2020,Outpatient,167.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2020,Outpatient,152.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2020,Outpatient,146.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2020,Outpatient,91.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2020,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Nephrology,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Respiratory Medicine,,2020,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Respiratory Medicine,,2020,Outpatient,69.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Respiratory Medicine,,2020,Outpatient,36.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Respiratory Medicine,,2020,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Respiratory Medicine,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Rheumatology,,2020,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2020,Outpatient,171.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2020,Outpatient,56.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2020,Outpatient,60.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2020,Outpatient,10.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Vascular Surgery,,2020,Outpatient,83.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Vascular Surgery,,2020,Outpatient,80.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Vascular Surgery,,2020,Outpatient,10.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Vascular Surgery,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Medicine,,2020,Outpatient,60.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Medicine,,2020,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Clinical (Medical) Genetics,,2020,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Clinical Immunology,,2020,Outpatient,72.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Pain Relief,,2020,Outpatient,131.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Pain Relief,,2020,Outpatient,64.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Pain Relief,,2020,Outpatient,36.0,0.0,0.0,0.0,0.0,0.0
Coombe Women and Infants University Hospital,Gynaecology,,2020,Outpatient,36.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Plastic Surgery,,2020,Outpatient,191.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Plastic Surgery,,2020,Outpatient,122.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Plastic Surgery,,2020,Outpatient,35.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Nephrology,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Respiratory Medicine,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Rheumatology,,2020,Outpatient,77.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Rheumatology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,General Surgery,,2020,Outpatient,646.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,General Surgery,,2020,Outpatient,42.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Vascular Surgery,,2020,Outpatient,334.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Vascular Surgery,,2020,Outpatient,89.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Breast Surgery,,2020,Outpatient,291.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Breast Surgery,,2020,Outpatient,113.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Breast Surgery,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Infectious Diseases,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Urology,,2020,Outpatient,304.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Urology,,2020,Outpatient,225.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Urology,,2020,Outpatient,66.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Clinical Immunology,,2020,Outpatient,74.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Clinical Immunology,,2020,Outpatient,49.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Clinical Immunology,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Pain Relief,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Pain Relief,,2020,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
Rotunda Hospital,Gynaecology,,2020,Outpatient,9.0,0.0,0.0,0.0,0.0,0.0
Rotunda Hospital,Gynaecology,,2020,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Cardiology,,2020,Outpatient,247.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Cardiology,,2020,Outpatient,142.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Cardiology,,2020,Outpatient,119.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Dermatology,,2020,Outpatient,190.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Dermatology,,2020,Outpatient,135.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Dermatology,,2020,Outpatient,96.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Dermatology,,2020,Outpatient,75.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Dermatology,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Otolaryngology (ENT),,2020,Outpatient,45.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Otolaryngology (ENT),,2020,Outpatient,139.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Otolaryngology (ENT),,2020,Outpatient,132.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Otolaryngology (ENT),,2020,Outpatient,603.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Geriatric Medicine,,2020,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Geriatric Medicine,,2020,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Geriatric Medicine,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Haematology,,2020,Outpatient,67.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Haematology,,2020,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Haematology,,2020,Outpatient,35.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Haematology,,2020,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Haematology,,2020,Outpatient,31.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Neurology,,2020,Outpatient,163.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Neurology,,2020,Outpatient,14.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Neurology,,2020,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Neurology,,2020,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Gynaecology,,2020,Outpatient,54.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Gynaecology,,2020,Outpatient,25.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Gynaecology,,2020,Outpatient,23.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Gynaecology,,2020,Outpatient,22.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Neurology,,2020,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Neurology,,2020,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Gynaecology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Ophthalmology,,2020,Outpatient,22.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Ophthalmology,,2020,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Orthopaedics,,2020,Outpatient,357.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Orthopaedics,,2020,Outpatient,294.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Orthopaedics,,2020,Outpatient,73.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Orthopaedics,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Plastic Surgery,,2020,Outpatient,39.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Rheumatology,,2020,Outpatient,189.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Rheumatology,,2020,Outpatient,75.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Rheumatology,,2020,Outpatient,48.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Rheumatology,,2020,Outpatient,22.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Rheumatology,,2020,Outpatient,31.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Rheumatology,,2020,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,General Surgery,,2020,Outpatient,57.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,General Surgery,,2020,Outpatient,10.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Urology,,2020,Outpatient,241.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Urology,,2020,Outpatient,160.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Urology,,2020,Outpatient,99.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Urology,,2020,Outpatient,78.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Urology,,2020,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Small Volume Specialities,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Endocrinology,,2020,Outpatient,74.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Gynaecology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Ophthalmology,,2020,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Ophthalmology,,2020,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Ophthalmology,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Ophthalmology,,2020,Outpatient,51.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Ophthalmology,,2020,Outpatient,32.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Orthopaedics,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Orthopaedics,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,General Surgery,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,General Surgery,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,General Surgery,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Urology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Urology,,2020,Outpatient,19.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Small Volume Specialities,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Cardiology,,2020,Outpatient,26.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Cardiology,,2020,Outpatient,43.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Cardiology,,2020,Outpatient,19.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Cardiology,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Dermatology,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Dermatology,,2020,Outpatient,36.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Dermatology,,2020,Outpatient,33.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Dermatology,,2020,Outpatient,29.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Dermatology,,2020,Outpatient,40.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Dermatology,,2020,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Otolaryngology (ENT),,2020,Outpatient,203.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Otolaryngology (ENT),,2020,Outpatient,210.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Otolaryngology (ENT),,2020,Outpatient,45.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Otolaryngology (ENT),,2020,Outpatient,33.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Gynaecology,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Gynaecology,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Respiratory Medicine,,2020,Outpatient,140.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Respiratory Medicine,,2020,Outpatient,91.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Respiratory Medicine,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Respiratory Medicine,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Rheumatology,,2020,Outpatient,69.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,General Surgery,,2020,Outpatient,663.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,General Surgery,,2020,Outpatient,47.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Vascular Surgery,,2020,Outpatient,242.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Vascular Surgery,,2020,Outpatient,66.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Vascular Surgery,,2020,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Breast Surgery,,2020,Outpatient,325.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Breast Surgery,,2020,Outpatient,84.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Breast Surgery,,2020,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Breast Surgery,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Infectious Diseases,,2020,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Urology,,2020,Outpatient,211.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Urology,,2020,Outpatient,248.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Clinical Immunology,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Clinical Immunology,,2020,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Pain Relief,,2020,Outpatient,208.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Pain Relief,,2020,Outpatient,71.0,0.0,0.0,0.0,0.0,0.0
Rotunda Hospital,Gynaecology,,2020,Outpatient,636.0,0.0,0.0,0.0,0.0,0.0
Rotunda Hospital,Gynaecology,,2020,Outpatient,422.0,0.0,0.0,0.0,0.0,0.0
Rotunda Hospital,Gynaecology,,2020,Outpatient,39.0,0.0,0.0,0.0,0.0,0.0
Rotunda Hospital,Gynaecology,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Rotunda Hospital,Paediatrics,,2020,Outpatient,27.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Cardiology,,2020,Outpatient,133.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Cardiology,,2020,Outpatient,57.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Cardiology,,2020,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Dermatology,,2020,Outpatient,201.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Dermatology,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Dermatology,,2020,Outpatient,33.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Dermatology,,2020,Outpatient,21.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Dermatology,,2020,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Dermatology,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Otolaryngology (ENT),,2020,Outpatient,92.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Otolaryngology (ENT),,2020,Outpatient,75.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Otolaryngology (ENT),,2020,Outpatient,67.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Otolaryngology (ENT),,2020,Outpatient,46.0,0.0,0.0,0.0,0.0,0.0
Letterkenny University Hospital,Otolaryngology (ENT),,2020,Outpatient,49.0,0.0,0.0,0.0,0.0,0.0
