hospital,specialty,date,year,wait_type,total_waiting,0-6 Months,6-12 Months,12-18 Months,18+ Months,pct_over_12m
Children's Health Ireland,Paediatric Respiratory Medicine,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric Dermatology,,2019,Outpatient,83.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric Dermatology,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric Dermatology,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric Dermatology,,2019,Outpatient,21.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Developmental Paediatrics,,2019,Outpatient,125.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Developmental Paediatrics,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Developmental Paediatrics,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Plastic Surgery,,2019,Outpatient,193.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Plastic Surgery,,2019,Outpatient,162.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Plastic Surgery,,2019,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Nephrology,,2019,Outpatient,91.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Nephrology,,2019,Outpatient,42.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Nephrology,,2019,Outpatient,24.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Nephrology,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Nephrology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Nephrology,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Nephrology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Nephrology,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Respiratory Medicine,,2019,Outpatient,266.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Respiratory Medicine,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Respiratory Medicine,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Respiratory Medicine,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Respiratory Medicine,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Respiratory Medicine,,2019,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Rheumatology,,2019,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Rheumatology,,2019,Outpatient,119.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Infectious Diseases,,2019,Outpatient,84.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Infectious Diseases,,2019,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Infectious Diseases,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Infectious Diseases,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Infectious Diseases,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,44.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,205.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric Surgery,,2019,Outpatient,158.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Cardio-Thoracic Surgery,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical Immunology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical Immunology,,2019,Outpatient,29.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Anaesthetics,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Immunology,,2019,Outpatient,55.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Immunology,,2019,Outpatient,112.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Immunology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,97.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,129.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,50.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,57.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,41.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Plastic Surgery,,2019,Outpatient,349.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Plastic Surgery,,2019,Outpatient,238.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Plastic Surgery,,2019,Outpatient,140.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Plastic Surgery,,2019,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Plastic Surgery,,2019,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Plastic Surgery,,2019,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Plastic Surgery,,2019,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Child/Adolescent Psychiatry,,2019,Outpatient,16.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Child/Adolescent Psychiatry,,2019,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Child/Adolescent Psychiatry,,2019,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Child/Adolescent Psychiatry,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Respiratory Medicine,,2019,Outpatient,97.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Respiratory Medicine,,2019,Outpatient,336.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Rheumatology,,2019,Outpatient,98.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Rheumatology,,2019,Outpatient,43.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,General Surgery,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Infectious Diseases,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Infectious Diseases,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,General Medicine,,2019,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,General Medicine,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,General Medicine,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,General Medicine,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical Neurophysiology,,2019,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical Neurophysiology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,10.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,202.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,159.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,152.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric Surgery,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Cardio-Thoracic Surgery,,2019,Outpatient,37.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Cardio-Thoracic Surgery,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Cardio-Thoracic Surgery,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Metabolic Medicine,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Urology,,2019,Outpatient,212.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Urology,,2019,Outpatient,125.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Urology,,2019,Outpatient,64.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Urology,,2019,Outpatient,39.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical Immunology,,2019,Outpatient,131.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical Immunology,,2019,Outpatient,117.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical Immunology,,2019,Outpatient,87.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Anaesthetics,,2019,Outpatient,9.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Anaesthetics,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Immunology,,2019,Outpatient,45.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Immunology,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,95.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,115.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,91.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,52.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,162.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Child/Adolescent Psychiatry,,2019,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Child/Adolescent Psychiatry,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Child/Adolescent Psychiatry,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Child/Adolescent Psychiatry,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Child/Adolescent Psychiatry,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Respiratory Medicine,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Rheumatology,,2019,Outpatient,95.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Rheumatology,,2019,Outpatient,109.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Rheumatology,,2019,Outpatient,96.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Rheumatology,,2019,Outpatient,55.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Rheumatology,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Rheumatology,,2019,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Rheumatology,,2019,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Rheumatology,,2019,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,General Surgery,,2019,Outpatient,62.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,General Surgery,,2019,Outpatient,29.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,General Surgery,,2019,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,General Surgery,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,General Surgery,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,138.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,189.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,149.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,64.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical (Medical) Genetics,,2019,Outpatient,48.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Dental Surgery,,2019,Outpatient,63.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Dental Surgery,,2019,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Dental Surgery,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Dental Surgery,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Metabolic Medicine,,2019,Outpatient,36.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Urology,,2019,Outpatient,245.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Urology,,2019,Outpatient,76.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Urology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Urology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Urology,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical Immunology,,2019,Outpatient,257.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical Immunology,,2019,Outpatient,178.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical Immunology,,2019,Outpatient,100.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Clinical Immunology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Anaesthetics,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Anaesthetics,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Immunology,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,658.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,510.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,347.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,1001.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,42.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,29.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Haematology,,2019,Outpatient,29.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Immunology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,518.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,325.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,320.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Other,,2019,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,191.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,118.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,125.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,125.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,103.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,98.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,54.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Haematology,,2019,Outpatient,38.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Haematology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Haematology,,2019,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Haematology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Neurology,,2019,Outpatient,20.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Neurology,,2019,Outpatient,60.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Orthopaedics,,2019,Outpatient,387.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Orthopaedics,,2019,Outpatient,212.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Orthopaedics,,2019,Outpatient,124.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Orthopaedics,,2019,Outpatient,108.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Orthopaedics,,2019,Outpatient,48.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Rheumatology,,2019,Outpatient,48.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Rheumatology,,2019,Outpatient,46.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Rheumatology,,2019,Outpatient,23.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Rheumatology,,2019,Outpatient,87.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Rheumatology,,2019,Outpatient,15.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Rheumatology,,2019,Outpatient,9.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,General Surgery,,2019,Outpatient,95.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,General Surgery,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,General Medicine,,2019,Outpatient,193.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,General Medicine,,2019,Outpatient,184.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,General Medicine,,2019,Outpatient,114.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,General Medicine,,2019,Outpatient,44.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Urology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Urology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Anaesthetics,,2019,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Anaesthetics,,2019,Outpatient,20.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Cardiology,,2019,Outpatient,64.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Cardiology,,2019,Outpatient,30.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Endocrinology,,2019,Outpatient,34.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Endocrinology,,2019,Outpatient,9.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Diabetes Mellitus,,2019,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Diabetes Mellitus,,2019,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Haematology,,2019,Outpatient,10.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Gynaecology,,2019,Outpatient,288.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Gynaecology,,2019,Outpatient,52.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Gynaecology,,2019,Outpatient,19.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Gynaecology,,2019,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Gynaecology,,2019,Outpatient,10.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Cardiology,,2019,Outpatient,36.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,287.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,307.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,39.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,32.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,29.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,24.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Geriatric Medicine,,2019,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Haematology,,2019,Outpatient,21.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Neurology,,2019,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Neurology,,2019,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Orthopaedics,,2019,Outpatient,173.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Orthopaedics,,2019,Outpatient,35.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Rheumatology,,2019,Outpatient,52.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Rheumatology,,2019,Outpatient,19.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Rheumatology,,2019,Outpatient,10.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,General Surgery,,2019,Outpatient,480.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,General Surgery,,2019,Outpatient,21.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,General Surgery,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,General Surgery,,2019,Outpatient,23.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,General Medicine,,2019,Outpatient,30.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,General Medicine,,2019,Outpatient,41.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Urology,,2019,Outpatient,31.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Urology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Anaesthetics,,2019,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Anaesthetics,,2019,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Anaesthetics,,2019,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Cardiology,,2019,Outpatient,66.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Cardiology,,2019,Outpatient,64.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Cardiology,,2019,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Cardiology,,2019,Outpatient,15.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Cardiology,,2019,Outpatient,19.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Cardiology,,2019,Outpatient,14.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Endocrinology,,2019,Outpatient,34.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Endocrinology,,2019,Outpatient,38.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Endocrinology,,2019,Outpatient,9.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Endocrinology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Haematology,,2019,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Haematology,,2019,Outpatient,15.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Haematology,,2019,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Haematology,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Haematology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Gynaecology,,2019,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Gynaecology,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Gynaecology,,2019,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Gynaecology,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Gynaecology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Ophthalmology,,2019,Outpatient,44.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Ophthalmology,,2019,Outpatient,27.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Ophthalmology,,2019,Outpatient,25.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Portlaoise,Ophthalmology,,2019,Outpatient,29.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,134.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,98.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,101.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Dermatology,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Naas General Hospital,Haematology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
